Parent;Id;Sex;Birth date;Sire;Dam;Birth place;Location;Avg time between calves (years);Age on first calf (years);Offspring Count;;f;551
;330;m;10.10.1976;70;105;WHIPSNADE;DUBLIN;0;;;;;
;342;f;23.10.1976;70;100;WHIPSNADE;WHIPSNADE;0;;;;;
;393;m;27.10.1976;70;97;EDINBURGH;EDINBURGH;0;;;;;
;1190;f;22.12.1976;70;102;WHIPSNADE;WHIPSNADE;0;;;;;
;472;f;27.12.1977;70;103;WHIPSNADE;WHIPSNADE;0;;;;;
;489;f;30.06.1978;70;102;WHIPSNADE;WHIPSNADE;0;;;;;
;532;m;19.12.1979;70;103;WHIPSNADE;WHIPSNADE;0;;;;;
;600;m;21.09.1980;70;106;WHIPSNADE;WHIPSNADE;0;;;;;
;614;f;06.11.1980;70;102;WHIPSNADE;WHIPSNADE;0;;;;;
;654;f;12.10.1981;70;105;WHIPSNADE;WHIPSNADE;0;;;;;
;665;f;23.11.1981;70;103;WHIPSNADE;WHIPSNADE;0;;;;;
;708;m;25.10.1982;70;106;WHIPSNADE;WHIPSNADE;0;;;;;
;761;m;03.12.1982;70;104;WHIPSNADE;WHIPSNADE;0;;;;;
;770;m;02.03.1983;70;102;WHIPSNADE;WHIPSNADE;0;;;;;
;803;m;03.12.1984;70;105;WHIPSNADE;WHIPSNADE;0;;;;;
;810;m;09.01.1985;70;106;WHIPSNADE;WHIPSNADE;0;;;;;
;811;f;03.02.1985;70;329;WHIPSNADE;WHIPSNADE;0;;;;;
Sire;76;m;23.10.1969;57;59;PRETORIA;PRETORIA;5,9;11,2;5;;;
;715;m;11.01.1981;76;291;ANTWERP;ANTWERP;0;;;;;
;1203;f;27.08.1998;76;225;HILVARENB;HILVARENB;0;;;;;
;1350;f;17.12.2000;76;225;HILVARENB;HILVARENB;0;;;;;
;1467;f;07.02.2003;76;225;HILVARENB;HILVARENB;0;;;;;
;1490;m;27.08.2004;76;225;HILVARENB;SCHMIDING;0;;;;;
Sire;88;m;01.02.1969;wild;wild;UMFOLOZI;UMFOLOZI;1;39,7;2;;;
;1648;m;22.10.2008;88;902;BUDAPEST;ATTICAZOO;0;;;;;
;1694;m;04.10.2009;88;1458;COLCHESTER;COLCHESTER;0;;;;;
Sire;89;m;01.01.1968;wild;wild;UMFOLOZI;UMFOLOZI;1,3;8,7;15;;;
;328;f;24.09.1976;89;106;WHIPSNADE;WHIPSNADE;0;;;;;
;490;m;29.04.1979;89;105;WHIPSNADE;WHIPSNADE;0;;;;;
;504;f;26.09.1979;89;104;WHIPSNADE;KESSINGLA;0;;;;;
;800;m;23.09.1984;89;103;WHIPSNADE;SOFIAZOO;0;;;;;
;833;m;21.10.1985;89;102;WHIPSNADE;WHIPSNADE;0;;;;;
;846;f;01.08.1986;89;106;WHIPSNADE;WHIPSNADE;0;;;;;
;868;f;15.08.1986;89;329;WHIPSNADE;MARWELL;0;;;;;
;859;f;23.09.1986;89;103;SOFIAZOO;DUBLIN;0;;;;;
;869;m;28.10.1986;89;104;WHIPSNADE;WHIPSNADE;0;;;;;
;907;f;25.12.1987;89;102;WHIPSNADE;ARNHEM;0;;;;;
;918;m;15.11.1988;89;329;WHIPSNADE;WHIPSNADE;0;;;;;
;973;f;18.12.1990;89;102;WHIPSNADE;WHIPSNADE;0;;;;;
;974;m;28.12.1990;89;329;WHIPSNADE;MUNSTER;0;;;;;
;1010;m;16.11.1992;89;329;WHIPSNADE;LISIEUX Z;0;;;;;
;1047;f;25.11.1994;89;329;WHIPSNADE;HILVARENB;0;;;;;
Sire;91;m;01.08.1968;wild;wild;UMFOLOZI;UMFOLOZI;4,7;19,3;2;;;
;1351;f;28.11.1987;91;651;PARIS ZOO;PARIS ZOO;0;;;;;
;1025;m;08.08.1992;91;651;PARIS ZOO;ARNHEM;0;;;;;
Sire;93;m;01.01.1962;wild;wild;UMFOLOZI;UMFOLOZI;1,2;12,9;7;;;
;231;f;04.12.1974;93;140;COPENHAGE;COPENHAGE;0;;;;;
;232;m;14.12.1974;93;141;COPENHAGE;COPENHAGE;0;;;;;
;382;m;21.12.1976;93;140;COPENHAGE;COPENHAGE;0;;;;;
;571;m;16.01.1978;93;141;COPENHAGE;COPENHAGE;0;;;;;
;572;m;17.01.1979;93;140;COPENHAGE;COPENHAGE;0;;;;;
;1126;?;18.10.1979;93;141;COPENHAGE;COPENHAGE;0;;;;;
;1127;?;15.04.1982;93;140;COPENHAGE;COPENHAGE;0;;;;;
Sire;94;m;01.01.1960;wild;wild;UMFOLOZI;UMFOLOZI;0;14,8;2;;;
;226;f;07.10.1974;94;103;WHIPSNADE;WHIPSNADE;0;;;;;
;279;m;15.10.1974;94;96;WHIPSNADE;WHIPSNADE;0;;;;;
Dam;96;f;01.02.1969;wild;wild;UMFOLOZI;UMFOLOZI;0;5,7;1;;;
;279;m;15.10.1974;94;96;WHIPSNADE;WHIPSNADE;0;;;;;
Dam;97;f;01.02.1969;wild;wild;UMFOLOZI;UMFOLOZI;2,2;5,7;13;;;
;1188;f;07.10.1974;70;97;WHIPSNADE;WHIPSNADE;0;;;;;
;393;m;27.10.1976;70;97;EDINBURGH;EDINBURGH;0;;;;;
;651;f;19.10.1979;139;97;EDINBURGH;LISIEUX Z;0;;;;;
;749;m;03.09.1982;139;97;EDINBURGH;EDINBURGH;0;;;;;
;855;f;10.03.1985;139;97;EDINBURGH;EDINBURGH;0;;;;;
;856;f;12.09.1986;139;97;EDINBURGH;MARWELL;0;;;;;
;937;f;02.09.1988;139;97;EDINBURGH;EDINBURGH;0;;;;;
;962;f;24.09.1990;139;97;EDINBURGH;WHIPSNADE;0;;;;;
;989;f;25.08.1992;139;97;EDINBURGH;EDINBURGH;0;;;;;
;1026;f;01.07.1994;139;97;EDINBURGH;KNOWSLEY;0;;;;;
;1143;f;02.09.1996;139;97;EDINBURGH;EDINBURGH;0;;;;;
;1212;m;14.07.1998;139;97;EDINBURGH;GIVSKUD;0;;;;;
;1352;m;20.10.2000;139;97;EDINBURGH;WOBURNLTD;0;;;;;
Dam;99;f;01.01.1968;wild;wild;UMFOLOZI;UMFOLOZI;0;6,8;1;;;
;278;m;09.10.1974;70;99;WHIPSNADE;WHIPSNADE;0;;;;;
Dam;100;f;01.01.1968;wild;wild;UMFOLOZI;UMFOLOZI;2,1;6,7;2;;;
;1187;m;09.09.1974;70;100;WHIPSNADE;WHIPSNADE;0;;;;;
;342;f;23.10.1976;70;100;WHIPSNADE;WHIPSNADE;0;;;;;
Dam;102;f;01.01.1967;wild;wild;UMFOLOZI;UMFOLOZI;2,3;10;7;;;
;1190;f;22.12.1976;70;102;WHIPSNADE;WHIPSNADE;0;;;;;
;489;f;30.06.1978;70;102;WHIPSNADE;WHIPSNADE;0;;;;;
;614;f;06.11.1980;70;102;WHIPSNADE;WHIPSNADE;0;;;;;
;770;m;02.03.1983;70;102;WHIPSNADE;WHIPSNADE;0;;;;;
;833;m;21.10.1985;89;102;WHIPSNADE;WHIPSNADE;0;;;;;
;907;f;25.12.1987;89;102;WHIPSNADE;ARNHEM;0;;;;;
;973;f;18.12.1990;89;102;WHIPSNADE;WHIPSNADE;0;;;;;
Dam;103;f;01.01.1965;wild;wild;UMFOLOZI;UMFOLOZI;2,3;8,1;7;;;
;214;m;21.01.1973;70;103;WHIPSNADE;WHIPSNADE;0;;;;;
;226;f;07.10.1974;94;103;WHIPSNADE;WHIPSNADE;0;;;;;
;472;f;27.12.1977;70;103;WHIPSNADE;WHIPSNADE;0;;;;;
;532;m;19.12.1979;70;103;WHIPSNADE;WHIPSNADE;0;;;;;
;665;f;23.11.1981;70;103;WHIPSNADE;WHIPSNADE;0;;;;;
;800;m;23.09.1984;89;103;WHIPSNADE;SOFIAZOO;0;;;;;
;859;f;23.09.1986;89;103;SOFIAZOO;DUBLIN;0;;;;;
Dam;104;f;01.01.1965;wild;wild;UMFOLOZI;UMFOLOZI;4,1;8,2;6;;;
;217;m;05.03.1973;70;104;WHIPSNADE;WHIPSNADE;0;;;;;
;329;f;07.10.1976;70;104;WHIPSNADE;WHIPSNADE;0;;;;;
;504;f;26.09.1979;89;104;WHIPSNADE;KESSINGLA;0;;;;;
;761;m;03.12.1982;70;104;WHIPSNADE;WHIPSNADE;0;;;;;
;869;m;28.10.1986;89;104;WHIPSNADE;WHIPSNADE;0;;;;;
;1005;f;25.08.1993;330;104;DUBLIN;DUBLIN;0;;;;;
Dam;105;f;01.01.1965;wild;wild;UMFOLOZI;UMFOLOZI;2,7;11,8;4;;;
;330;m;10.10.1976;70;105;WHIPSNADE;DUBLIN;0;;;;;
;490;m;29.04.1979;89;105;WHIPSNADE;WHIPSNADE;0;;;;;
;654;f;12.10.1981;70;105;WHIPSNADE;WHIPSNADE;0;;;;;
;803;m;03.12.1984;70;105;WHIPSNADE;WHIPSNADE;0;;;;;
Dam;106;f;01.01.1955;wild;wild;UMFOLOZI;UMFOLOZI;2,2;16,5;8;;;
;130;m;23.06.1971;wild;106;WHIPSNADE;WHIPSNADE;0;;;;;
;1189;m;08.12.1974;70;106;WHIPSNADE;WHIPSNADE;0;;;;;
;328;f;24.09.1976;89;106;WHIPSNADE;WHIPSNADE;0;;;;;
;485;m;15.10.1978;unk;106;WHIPSNADE;WHIPSNADE;0;;;;;
;600;m;21.09.1980;70;106;WHIPSNADE;WHIPSNADE;0;;;;;
;708;m;25.10.1982;70;106;WHIPSNADE;WHIPSNADE;0;;;;;
;810;m;09.01.1985;70;106;WHIPSNADE;WHIPSNADE;0;;;;;
;846;f;01.08.1986;89;106;WHIPSNADE;WHIPSNADE;0;;;;;
Sire;111;m;01.01.1966;wild;wild;UMFOLOZI;UMFOLOZI;2,9;10,6;7;;;
;911;m;15.08.1976;111;211;DVURKRALV;DVURKRALV;0;;;;;
;530;f;04.04.1978;111;211;DVURKRALV;DVURKRALV;0;;;;;
;531;m;16.12.1978;111;210;DVURKRALV;DVURKRALV;0;;;;;
;684;m;13.04.1981;111;211;KATOWICE;KATOWICE;0;;;;;
;865;m;18.11.1986;111;114;USTI;CABARCENO;0;;;;;
;970;m;13.01.1991;111;114;USTI;USTI;0;;;;;
;1029;m;10.12.1993;111;114;USTI;POZNAN;0;;;;;
Dam;114;f;01.01.1967;wild;wild;UMFOLOZI;UMFOLOZI;3,5;19,9;3;;;
;865;m;18.11.1986;111;114;USTI;CABARCENO;0;;;;;
;970;m;13.01.1991;111;114;USTI;USTI;0;;;;;
;1029;m;10.12.1993;111;114;USTI;POZNAN;0;;;;;
Sire;116;m;09.11.1968;wild;wild;UMFOLOZI;UMFOLOZI;7,9;10,4;3;;;
;577;m;15.04.1979;116;120;LONGLEAT;BIOPARCVA;0;;;;;
;578;m;28.07.1979;116;119;LONGLEAT;THOIRY;0;;;;;
;1245;f;11.02.1995;116;119;PONTSCORF;PONTSCORF;0;;;;;
Sire;117;m;01.01.1966;wild;wild;UMFOLOZI;UMFOLOZI;2,8;15,7;4;;;
;652;f;25.08.1981;117;120;LONGLEAT;GIVSKUD;0;;;;;
;653;f;28.09.1981;117;119;LONGLEAT;SCHWERIN;0;;;;;
;1300;m;01.09.1982;117;unk;LONGLEAT;LONGLEAT;0;;;;;
;1301;m;11.01.1990;117;unk;LONGLEAT;LONGLEAT;0;;;;;
Dam;119;f;01.01.1960;wild;wild;UMFOLOZI;UMFOLOZI;7,8;19,6;3;;;
;578;m;28.07.1979;116;119;LONGLEAT;THOIRY;0;;;;;
;653;f;28.09.1981;117;119;LONGLEAT;SCHWERIN;0;;;;;
;1245;f;11.02.1995;116;119;PONTSCORF;PONTSCORF;0;;;;;
Dam;120;f;01.01.1962;wild;wild;UMFOLOZI;UMFOLOZI;2,4;17,3;2;;;
;577;m;15.04.1979;116;120;LONGLEAT;BIOPARCVA;0;;;;;
;652;f;25.08.1981;117;120;LONGLEAT;GIVSKUD;0;;;;;
Dam;123;f;01.01.1958;wild;wild;UMFOLOZI;UMFOLOZI;0;13;1;;;
;124;m;02.01.1971;wild;123;HANNOVER;HANNOVER;0;;;;;
Sire;139;m;01.01.1968;wild;wild;UMFOLOZI;UMFOLOZI;2,1;11,8;11;;;
;651;f;19.10.1979;139;97;EDINBURGH;LISIEUX Z;0;;;;;
;749;m;03.09.1982;139;97;EDINBURGH;EDINBURGH;0;;;;;
;855;f;10.03.1985;139;97;EDINBURGH;EDINBURGH;0;;;;;
;856;f;12.09.1986;139;97;EDINBURGH;MARWELL;0;;;;;
;937;f;02.09.1988;139;97;EDINBURGH;EDINBURGH;0;;;;;
;962;f;24.09.1990;139;97;EDINBURGH;WHIPSNADE;0;;;;;
;989;f;25.08.1992;139;97;EDINBURGH;EDINBURGH;0;;;;;
;1026;f;01.07.1994;139;97;EDINBURGH;KNOWSLEY;0;;;;;
;1143;f;02.09.1996;139;97;EDINBURGH;EDINBURGH;0;;;;;
;1212;m;14.07.1998;139;97;EDINBURGH;GIVSKUD;0;;;;;
;1352;m;20.10.2000;139;97;EDINBURGH;WOBURNLTD;0;;;;;
Dam;140;f;01.01.1965;wild;wild;UMFOLOZI;UMFOLOZI;2,5;9,9;4;;;
;231;f;04.12.1974;93;140;COPENHAGE;COPENHAGE;0;;;;;
;382;m;21.12.1976;93;140;COPENHAGE;COPENHAGE;0;;;;;
;572;m;17.01.1979;93;140;COPENHAGE;COPENHAGE;0;;;;;
;1127;?;15.04.1982;93;140;COPENHAGE;COPENHAGE;0;;;;;
Dam;141;f;01.01.1965;wild;wild;NATAL;NATAL;2,4;10;3;;;
;232;m;14.12.1974;93;141;COPENHAGE;COPENHAGE;0;;;;;
;571;m;16.01.1978;93;141;COPENHAGE;COPENHAGE;0;;;;;
;1126;?;18.10.1979;93;141;COPENHAGE;COPENHAGE;0;;;;;
Sire;143;m;01.01.1963;wild;wild;UMFOLOZI;UMFOLOZI;0;22,2;1;;;
;826;m;27.02.1985;143;218;TORONTO;TORONTO;0;;;;;
Dam;147;f;01.01.1963;wild;wild;UMFOLOZI;UMFOLOZI;12,1;13,1;2;;;
;286;m;19.01.1976;52;147;SD-WAP;SD-WAP;0;;;;;
;926;m;15.02.1988;420;147;SD-WAP;SD-WAP;0;;;;;
Dam;148;f;17.11.1968;wild;wild;UMFOLOZI;UMFOLOZI;0;7;1;;;
;409;f;02.12.1975;51;148;COLUMBUS;COLUMBUS;0;;;;;
Dam;150;f;01.01.1963;wild;wild;UMFOLOZI;UMFOLOZI;4,6;13,2;2;;;
;333;f;25.03.1976;52;150;SD-WAP;SD-WAP;0;;;;;
;649;f;12.11.1980;52;150;SD-WAP;PEAUGRES;0;;;;;
Dam;154;f;01.01.1963;wild;wild;UMFOLOZI;UMFOLOZI;0;23,6;1;;;
;863;f;09.08.1986;420;154;SD-WAP;SD-WAP;0;;;;;
Dam;155;f;01.01.1963;wild;wild;UMFOLOZI;UMFOLOZI;0;13,2;1;;;
;287;m;12.03.1976;52;155;SD-WAP;SD-WAP;0;;;;;
Dam;156;f;01.01.1963;wild;wild;UMFOLOZI;UMFOLOZI;0;29,8;1;;;
;991;f;03.10.1992;187;156;SD-WAP;SD-WAP;0;;;;;
Dam;157;f;01.01.1963;wild;wild;UMFOLOZI;UMFOLOZI;4,8;10,1;5;;;
;218;m;03.02.1973;52;157;SD-WAP;SD-WAP;0;;;;;
;648;f;11.11.1980;52;157;SD-WAP;SD-WAP;0;;;;;
;843;m;20.08.1985;420;157;SD-WAP;SD-WAP;0;;;;;
;908;m;29.01.1987;420;157;SD-WAP;SD-WAP;0;;;;;
;990;m;15.05.1992;187;157;SD-WAP;EMMEN;0;;;;;
Dam;159;f;01.01.1963;wild;wild;UMFOLOZI;UMFOLOZI;3,6;14,7;4;;;
;534;m;02.09.1977;52;159;SD-WAP;VESZPREM;0;;;;;
;773;f;24.10.1982;52;159;SD-WAP;SALZBURG;0;;;;;
;864;m;23.09.1986;420;159;SD-WAP;SD-WAP;0;;;;;
;929;f;04.08.1988;420;159;SD-WAP;SIGEAN;0;;;;;
Sire;167;m;01.01.1969;wild;wild;UMFOLOZI;UMFOLOZI;0;12,3;1;;;
;643;f;22.04.1981;167;174;ARNHEM;EMMEN;0;;;;;
Sire;169;m;01.01.1969;wild;wild;UMFOLOZI;UMFOLOZI;1,9;8,9;2;;;
;402;m;22.11.1977;169;174;ARNHEM;ARNHEM;0;;;;;
;644;m;04.10.1979;169;230;ARNHEM;ARNHEM;0;;;;;
Dam;174;f;01.01.1969;wild;wild;UMFOLOZI;UMFOLOZI;3,4;8,9;4;;;
;402;m;22.11.1977;169;174;ARNHEM;ARNHEM;0;;;;;
;643;f;22.04.1981;167;174;ARNHEM;EMMEN;0;;;;;
;840;f;25.12.1984;228;174;ARNHEM;ARNHEM;0;;;;;
;942;m;01.01.1988;228;174;ARNHEM;ARNHEM;0;;;;;
Sire;180;m;01.01.1965;wild;wild;UMFOLOZI;UMFOLOZI;3,1;14,4;3;;;
;549;m;22.05.1979;180;182;SAN ANTON;SAN ANTON;0;;;;;
;583;f;26.01.1980;180;181;SAN ANTON;SAN ANTON;0;;;;;
;831;f;09.07.1985;180;182;SAN ANTON;SAN ANTON;0;;;;;
Dam;181;f;01.01.1966;wild;wild;UMFOLOZI;UMFOLOZI;0;14,1;1;;;
;583;f;26.01.1980;180;181;SAN ANTON;SAN ANTON;0;;;;;
Dam;182;f;01.01.1969;wild;wild;UMFOLOZI;UMFOLOZI;6,1;10,4;2;;;
;549;m;22.05.1979;180;182;SAN ANTON;SAN ANTON;0;;;;;
;831;f;09.07.1985;180;182;SAN ANTON;SAN ANTON;0;;;;;
Sire;187;m;01.01.1968;wild;wild;UMFOLOZI;UMFOLOZI;0,4;24,4;2;;;
;990;m;15.05.1992;187;157;SD-WAP;EMMEN;0;;;;;
;991;f;03.10.1992;187;156;SD-WAP;SD-WAP;0;;;;;
Sire;193;m;01.01.1968;wild;wild;UMFOLOZI;UMFOLOZI;2,5;10,9;2;;;
;493;m;13.11.1978;193;494;HODENHAGN;HODENHAGN;0;;;;;
;645;m;26.05.1981;193;495;GENK;GENK;0;;;;;
Dam;197;f;01.01.1968;wild;wild;UMFOLOZI;UMFOLOZI;0;17;1;;;
;1248;f;08.01.1985;1095;197;WOBURNLTD;WOBURNLTD;0;;;;;
Dam;210;f;01.01.1970;wild;wild;UMFOLOZI;UMFOLOZI;0;9;1;;;
;531;m;16.12.1978;111;210;DVURKRALV;DVURKRALV;0;;;;;
Sire;218;m;03.02.1973;52;157;SD-WAP;SD-WAP;0;12,1;1;;;
;826;m;27.02.1985;143;218;TORONTO;TORONTO;0;;;;;
Sire;221;m;01.01.1968;wild;wild;wild;wild;1,8;8,5;18;;;
;316;m;07.07.1976;221;225;HILVARENB;OSNABRUCK;0;;;;;
;486;m;24.09.1978;221;225;HILVARENB;HILVARENB;0;;;;;
;488;f;22.11.1978;221;224;HILVARENB;HILVARENB;0;;;;;
;628;m;28.12.1980;221;225;HILVARENB;HILVARENB;0;;;;;
;629;m;13.01.1981;221;224;HILVARENB;HILVARENB;0;;;;;
;767;f;25.12.1982;221;225;HILVARENB;LA PALMYR;0;;;;;
;796;m;23.03.1984;221;224;HILVARENB;LA PALMYR;0;;;;;
;834;m;11.08.1985;221;225;HILVARENB;HILVARENB;0;;;;;
;835;f;26.10.1985;221;224;HILVARENB;HILVARENB;0;;;;;
;906;m;01.12.1987;221;224;HILVARENB;HILVARENB;0;;;;;
;938;f;17.10.1988;221;225;HILVARENB;HILVARENB;0;;;;;
;964;f;01.12.1990;221;224;HILVARENB;HILVARENB;0;;;;;
;1008;m;09.10.1991;221;225;HILVARENB;HILVARENB;0;;;;;
;1009;f;08.10.1992;221;224;HILVARENB;WOBURNLTD;0;;;;;
;1048;m;08.09.1994;221;225;HILVARENB;BEAUVAL;0;;;;;
;1064;m;16.01.1996;221;224;HILVARENB;SO LAKES;0;;;;;
;1501;f;11.01.2005;221;1251;GIVSKUD;CABARCENO;0;;;;;
;1606;m;12.12.2006;221;1251;GIVSKUD;BLAIRDRUM;0;;;;;
Dam;225;f;01.01.1970;wild;wild;UMFOLOZI;UMFOLOZI;2,5;6,5;13;;;
;316;m;07.07.1976;221;225;HILVARENB;OSNABRUCK;0;;;;;
;486;m;24.09.1978;221;225;HILVARENB;HILVARENB;0;;;;;
;628;m;28.12.1980;221;225;HILVARENB;HILVARENB;0;;;;;
;767;f;25.12.1982;221;225;HILVARENB;LA PALMYR;0;;;;;
;834;m;11.08.1985;221;225;HILVARENB;HILVARENB;0;;;;;
;938;f;17.10.1988;221;225;HILVARENB;HILVARENB;0;;;;;
;1008;m;09.10.1991;221;225;HILVARENB;HILVARENB;0;;;;;
;1048;m;08.09.1994;221;225;HILVARENB;BEAUVAL;0;;;;;
;1203;f;27.08.1998;76;225;HILVARENB;HILVARENB;0;;;;;
;1350;f;17.12.2000;76;225;HILVARENB;HILVARENB;0;;;;;
;1467;f;07.02.2003;76;225;HILVARENB;HILVARENB;0;;;;;
;1490;m;27.08.2004;76;225;HILVARENB;SCHMIDING;0;;;;;
;1603;m;02.11.2006;1165;225;HILVARENB;KERKRADE;0;;;;;
Sire;228;m;01.01.1973;wild;wild;UMFOLOZI;UMFOLOZI;3;12;2;;;
;840;f;25.12.1984;228;174;ARNHEM;ARNHEM;0;;;;;
;942;m;01.01.1988;228;174;ARNHEM;ARNHEM;0;;;;;
Dam;240;f;01.01.1971;wild;wild;UMFOLOZI;UMFOLOZI;0;7,7;1;;;
;487;m;28.09.1978;244;240;RAMAT GAN;JERUSALEM;0;;;;;
Sire;244;m;01.01.1971;wild;wild;UMFOLOZI;UMFOLOZI;0;7,7;1;;;
;487;m;28.09.1978;244;240;RAMAT GAN;JERUSALEM;0;;;;;
Dam;254;f;01.01.1967;wild;wild;UMFOLOZI;UMFOLOZI;0;6,5;1;;;
;227;f;29.06.1973;wild;254;BLACKPOOL;BLACKPOOL;0;;;;;
Sire;257;m;01.01.1969;wild;wild;UMFOLOZI;UMFOLOZI;11,3;8,6;3;;;
;1234;?;10.08.1977;257;259;WINDSOR;WINDSOR;0;;;;;
;1196;m;16.09.1998;257;989;LISIEUX Z;LISIEUX Z;0;;;;;
;1284;m;16.02.2000;257;989;LISIEUX Z;AUGSBURG;0;;;;;
Dam;259;f;01.01.1967;wild;wild;UMFOLOZI;UMFOLOZI;0;10,6;1;;;
;1234;?;10.08.1977;257;259;WINDSOR;WINDSOR;0;;;;;
Dam;277;f;18.09.1966;wild;wild;UMFOLOZI;UMFOLOZI;3,1;15,2;3;;;
;701;m;16.11.1981;52;277;SD-WAP;SD-WAP;0;;;;;
;862;m;06.07.1986;420;277;SD-WAP;SD-WAP;0;;;;;
;925;f;26.01.1988;420;277;SD-WAP;SD-WAP;0;;;;;
Sire;319;m;01.01.1969;wild;wild;UMFOLOZI;UMFOLOZI;0;8,5;1;;;
;404;m;13.06.1977;319;403;MUNSTER;MUNSTER;0;;;;;
Dam;329;f;07.10.1976;70;104;WHIPSNADE;WHIPSNADE;2,6;8,3;10;;;
;811;f;03.02.1985;70;329;WHIPSNADE;WHIPSNADE;0;;;;;
;868;f;15.08.1986;89;329;WHIPSNADE;MARWELL;0;;;;;
;918;m;15.11.1988;89;329;WHIPSNADE;WHIPSNADE;0;;;;;
;974;m;28.12.1990;89;329;WHIPSNADE;MUNSTER;0;;;;;
;1010;m;16.11.1992;89;329;WHIPSNADE;LISIEUX Z;0;;;;;
;1047;f;25.11.1994;89;329;WHIPSNADE;HILVARENB;0;;;;;
;1173;m;08.04.1997;1011;329;WHIPSNADE;SO LAKES;0;;;;;
;1338;f;01.05.2000;1011;329;WHIPSNADE;BORAS;0;;;;;
;1469;f;16.04.2003;1011;329;WHIPSNADE;WHIPSNADE;0;;;;;
;1638;m;25.03.2008;1001;329;WHIPSNADE;WHIPSNADE;0;;;;;
Sire;340;m;01.01.1969;wild;wild;UMFOLOZI;UMFOLOZI;2,2;10,7;6;;;
;509;m;23.09.1979;340;403;MUNSTER;MUNSTER;0;;;;;
;669;m;08.12.1981;340;403;MUNSTER;BRATISLAV;0;;;;;
;812;f;05.01.1985;340;403;MUNSTER;GIVSKUD;0;;;;;
;854;f;23.12.1986;340;403;MUNSTER;MUNSTER;0;;;;;
;1178;f;10.10.1988;340;403;MUNSTER;MUNSTER;0;;;;;
;967;f;22.10.1990;340;812;MUNSTER;BLAIRDRUM;0;;;;;
Sire;343;m;01.01.1971;wild;wild;UMFOLOZI;UMFOLOZI;1,8;25,2;3;;;
;1156;m;18.03.1996;343;907;EMMEN;EMMEN;0;;;;;
;1183;m;27.02.1998;343;907;EMMEN;KOLMARDEN;0;;;;;
;1288;m;01.11.1999;343;907;EMMEN;EMMEN;0;;;;;
Dam;351;f;01.01.1965;wild;wild;UGANDA;UGANDA;3,4;12,9;5;;;
;476;f;11.11.1977;355;351;DVURKRALV;DVURKRALV;0;;;;;
;630;m;08.06.1980;373;351;DVURKRALV;DVURKRALV;0;;;;;
;789;f;15.11.1983;372;351;DVURKRALV;DVURKRALV;0;;;;;
;943;f;11.07.1989;372;351;DVURKRALV;DVURKRALV;0;;;;;
;1122;f;18.07.1991;372;351;DVURKRALV;DVURKRALV;0;;;;;
Dam;352;f;01.01.1966;wild;wild;UMFOLOZI;UMFOLOZI;3,9;11,9;3;;;
;712;m;13.11.1977;355;352;KNOWSLEY;KNOWSLEY;0;;;;;
;828;m;23.11.1983;355;352;KNOWSLEY;MARWELL;0;;;;;
;829;m;25.08.1985;355;352;KNOWSLEY;KESSINGLA;0;;;;;
Sire;372;m;01.01.1973;wild;wild;SUDAN;SUDAN;3,8;10,9;3;;;
;789;f;15.11.1983;372;351;DVURKRALV;DVURKRALV;0;;;;;
;943;f;11.07.1989;372;351;DVURKRALV;DVURKRALV;0;;;;;
;1122;f;18.07.1991;372;351;DVURKRALV;DVURKRALV;0;;;;;
Sire;373;m;01.01.1972;wild;wild;SUDAN;SUDAN;20,2;8,4;2;;;
;630;m;08.06.1980;373;351;DVURKRALV;DVURKRALV;0;;;;;
;1305;f;29.07.2000;373;943;DVURKRALV;DVURKRALV;0;;;;;
Sire;390;m;01.01.1969;wild;wild;UMFOLOZI;UMFOLOZI;4,5;10,2;3;;;
;533;f;05.03.1979;390;391;JACKSONVL;JACKSONVL;0;;;;;
;809;f;15.01.1985;390;391;JACKSONVL;JACKSONVL;0;;;;;
;927;m;21.03.1988;390;533;JACKSONVL;JACKSONVL;0;;;;;
Dam;391;f;01.04.1969;wild;wild;UMFOLOZI;UMFOLOZI;5,9;9,9;2;;;
;533;f;05.03.1979;390;391;JACKSONVL;JACKSONVL;0;;;;;
;809;f;15.01.1985;390;391;JACKSONVL;JACKSONVL;0;;;;;
Dam;397;f;01.01.1972;wild;wild;UMFOLOZI;UMFOLOZI;0;9,2;1;;;
;627;m;03.03.1981;40;397;MEMPHIS;ERFURT;0;;;;;
Sire;404;m;13.06.1977;319;403;MUNSTER;MUNSTER;0;20,3;1;;;
;1165;m;29.09.1997;404;988;CABARCENO;HILVARENB;0;;;;;
Sire;405;m;01.01.1969;wild;wild;HLUHLUWE;HLUHLUWE;0;18,4;1;;;
;931;f;30.05.1987;405;406;PRET LICH;POZNAN;0;;;;;
Dam;406;f;01.01.1969;wild;wild;HLUHLUWE;HLUHLUWE;0;18,4;1;;;
;931;f;30.05.1987;405;406;PRET LICH;POZNAN;0;;;;;
Sire;413;m;01.04.1971;wild;wild;UMFOLOZI;UMFOLOZI;0,7;8,7;2;;;
;589;m;11.12.1979;413;418;KINGS ISL;KINGS ISL;0;;;;;
;590;f;05.09.1980;413;416;KINGS ISL;KINGS ISL;0;;;;;
Dam;416;f;01.01.1971;wild;wild;UMFOLOZI;UMFOLOZI;0;9,7;1;;;
;590;f;05.09.1980;413;416;KINGS ISL;KINGS ISL;0;;;;;
